연도,지역,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
2023,흑산도,17.7,11.9,14.4,5.2,3.7,0.0,81.5,5.8
2024,강릉,19.5,11.6,15.0,2.1,3.8,0.0,64.3,7.9
2024,강진군,21.2,11.2,14.8,1.6,5.0,0.0,77.6,10.0
2024,강화,17.7,8.5,12.7,1.9,3.7,0.0,74.3,9.2
2024,거제,20.3,12.2,16.0,1.4,6.0,0.0,71.9,8.1
2024,거창,20.1,8.1,13.6,1.2,3.3,0.0,74.3,12.0
2024,경주시,21.2,9.6,14.9,2.4,3.0,0.0,66.6,11.7
2024,고산(제주),20.0,15.0,17.3,6.1,3.9,0.0,76.8,5.0
2024,고창,19.2,9.6,14.0,2.6,3.2,0.0,76.5,9.7
2024,고창군,20.5,10.3,15.0,1.5,3.1,0.0,75.8,10.2
2024,고흥,21.4,11.0,15.9,1.6,4.6,0.0,74.8,10.4
2024,광양시,21.4,12.1,15.9,1.8,5.5,0.0,69.3,9.2
2024,광주,20.9,12.0,16.0,1.3,3.5,0.1,75.2,9.0
2024,구미,20.6,10.4,15.2,0.8,2.7,0.0,65.3,10.2
2024,군산,19.4,10.8,14.8,2.2,4.0,0.0,76.5,8.6
2024,금산,20.1,8.9,14.1,1.1,3.9,0.0,74.6,11.2
2024,김해시,21.7,12.0,15.8,1.6,4.7,0.0,69.2,9.7
2024,남원,20.5,9.9,14.8,1.7,3.9,0.0,73.7,10.7
2024,남해,20.5,12.2,15.7,1.6,6.5,0.0,71.4,8.3
2024,대관령,14.1,3.8,8.9,2.7,3.2,0.0,76.7,10.3
2024,대구,20.9,11.3,15.8,2.2,3.2,0.0,64.7,9.6
2024,대전,20.3,10.4,14.9,1.8,3.7,0.0,68.0,10.0
2024,동두천,19.2,8.4,12.6,1.1,3.2,0.0,73.3,10.9
2024,동해,19.1,10.9,14.1,2.2,3.5,0.0,67.8,8.2
2024,목포,19.5,12.7,15.8,3.4,3.5,0.0,77.2,6.8
2024,문경,19.4,9.1,14.0,1.3,3.8,0.0,72.1,10.3
2024,밀양,21.9,10.8,15.8,1.0,3.3,0.0,62.6,11.1
2024,백령도,16.4,10.6,13.2,3.9,2.3,0.1,70.7,5.8
2024,보령,19.8,10.6,14.8,1.9,4.1,0.0,74.5,9.2
2024,보성군,21.0,11.2,15.8,2.2,5.3,0.0,77.9,9.8
2024,보은,19.2,8.5,12.8,1.2,3.4,0.0,75.1,10.7
2024,봉화,18.3,7.3,12.2,1.2,3.4,0.0,73.9,11.0
2024,부산,20.9,13.4,16.7,3.3,5.3,0.0,66.1,7.5
2024,부안,20.2,11.0,15.1,1.4,3.2,0.0,76.3,9.2
2024,부여,20.3,9.5,14.4,1.0,3.6,0.0,77.0,10.9
2024,북강릉,18.5,10.3,14.2,1.2,4.0,0.3,67.0,8.2
2024,북부산,21.1,11.0,16.0,2.2,4.4,0.0,68.6,10.1
2024,북창원,22.1,12.8,16.9,1.5,5.1,0.0,68.1,9.3
2024,북춘천,19.1,7.5,12.9,1.2,3.2,0.1,71.1,11.6
2024,산청,20.8,9.8,14.8,1.5,4.1,0.0,73.7,11.0
2024,상주,20.1,9.9,14.6,1.2,4.0,0.0,70.0,10.2
2024,서귀포,21.7,15.5,18.4,1.9,6.1,0.0,71.6,6.2
2024,서산,19.2,9.6,14.1,2.0,4.9,0.0,75.3,9.5
2024,서울,19.5,11.0,14.9,2.2,3.6,0.2,65.9,8.6
2024,서청주,19.4,8.6,13.0,1.6,4.1,0.0,72.9,10.8
2024,성산,20.9,14.1,17.4,3.1,6.7,0.0,77.1,6.7
2024,세종,19.8,10.1,14.5,1.4,4.0,0.0,72.2,9.8
2024,속초,18.1,10.3,13.5,2.2,3.4,0.0,65.8,7.8
2024,수원,19.2,9.7,14.1,1.9,3.8,0.2,68.9,9.5
2024,순창군,20.6,9.7,14.7,1.6,3.8,0.0,72.1,10.8
2024,순천,19.7,8.9,13.9,1.7,5.4,0.0,78.1,10.8
2024,안동,20.0,9.1,14.2,1.5,2.9,0.0,70.9,10.9
2024,양산시,22.3,12.3,16.8,2.1,4.6,0.0,69.4,10.1
2024,양평,19.2,9.4,13.9,1.2,3.7,0.0,70.3,9.8
2024,여수,19.8,13.4,16.3,4.0,4.7,0.0,69.4,6.3
2024,영광군,20.0,10.6,15.0,1.6,2.9,0.0,76.3,9.4
2024,영덕,19.2,9.8,13.9,2.7,2.3,0.0,69.7,9.4
2024,영월,19.6,8.3,13.4,1.0,3.6,0.0,70.1,11.3
2024,영주,18.9,8.3,13.4,2.2,3.8,0.0,73.0,10.6
2024,영천,20.5,9.6,14.7,1.6,3.1,0.0,70.8,11.0
2024,완도,20.2,11.5,13.8,2.5,5.4,0.0,73.8,8.7
2024,울릉도,17.7,12.2,14.4,4.2,5.3,0.5,77.7,5.5
2024,울산,20.2,11.6,15.6,2.2,3.5,0.0,67.0,8.6
2024,울진,18.9,10.5,14.5,2.4,2.8,0.0,69.9,8.4
2024,원주,19.6,10.1,14.6,1.0,3.8,0.0,65.4,9.4
2024,의령군,21.9,9.7,15.3,1.6,4.1,0.0,72.8,12.2
2024,의성,20.9,8.1,14.0,1.0,2.7,0.0,74.7,12.8
2024,이천,19.7,8.8,13.9,1.0,4.7,0.0,74.7,10.9
2024,인제,18.6,7.6,12.5,1.5,3.0,0.0,72.1,11.0
2024,인천,18.0,11.1,14.3,2.6,2.9,0.1,69.9,7.0
2024,임실,19.9,9.0,14.0,1.1,3.9,0.0,77.0,10.9
2024,장수,18.8,7.6,12.9,1.3,4.5,0.0,77.2,11.2
2024,장흥,20.8,10.4,15.3,1.5,5.1,0.0,77.7,10.5
2024,전주,20.8,11.6,15.8,1.5,3.7,0.0,71.1,9.2
2024,정선군,19.4,6.6,12.0,1.3,3.5,0.0,67.3,12.9
2024,정읍,20.7,10.7,15.2,1.8,3.4,0.0,73.9,10.1
2024,제주,21.4,15.4,18.2,3.3,4.4,0.0,67.3,6.0
2024,제천,18.3,7.1,12.4,1.2,3.9,0.0,75.8,11.1
2024,진도군,20.0,11.4,15.5,2.3,4.7,0.0,78.5,8.6
2024,진주,21.3,9.8,15.1,0.8,5.1,0.0,74.4,11.4
2024,창원,21.1,12.3,16.2,1.7,5.5,0.0,67.4,8.7
2024,천안,19.4,8.8,13.6,1.2,4.0,0.0,74.5,10.6
2024,철원,18.4,6.9,12.3,1.3,4.5,0.0,74.9,11.5
2024,청송군,20.0,7.2,13.0,1.7,2.6,0.0,71.1,12.8
2024,청주,20.4,11.5,15.3,1.4,4.2,0.0,62.4,8.9
2024,추풍령,18.8,8.7,13.5,2.4,3.4,0.0,69.9,10.1
2024,춘천,18.8,7.8,12.5,1.3,3.3,0.0,67.4,11.0
2024,충주,19.6,8.8,13.8,1.3,4.0,0.0,70.8,10.8
2024,태백,16.6,5.6,10.7,1.4,3.6,0.0,70.0,11.0
2024,통영,20.6,12.3,15.5,1.6,5.3,0.0,70.8,8.3
2024,파주,18.3,7.0,11.9,1.3,4.0,0.0,77.3,11.3
2024,포항,20.1,12.7,16.2,2.8,3.0,0.0,63.9,7.4
2024,함양군,20.3,8.6,14.0,1.5,3.3,0.0,71.6,11.6
2024,합천,21.6,10.2,15.4,0.8,3.5,0.0,69.8,11.4
2024,해남,20.7,10.9,15.6,2.0,4.1,0.0,79.3,9.8
2024,홍성,19.5,9.8,14.4,1.6,4.7,0.0,77.5,9.8
2024,홍천,19.1,8.0,13.0,0.9,3.4,0.0,71.8,11.1
2024,흑산도,19.3,13.3,15.8,5.6,3.0,0.0,79.2,6.0
