연도_분기,지역,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
2019-1분기,제주,11.2,5.6,8.2,3.3,1.3,0.0,62.9,5.6
2019-1분기,제천,7.4,-7.1,-0.1,1.7,0.9,0.0,58.7,14.5
2019-1분기,진도군,9.0,0.6,4.9,3.0,1.0,0.0,67.1,8.4
2019-1분기,진주,11.9,-2.2,4.4,1.1,1.1,0.0,55.4,14.2
2019-1분기,창원,10.8,0.8,5.4,1.7,1.2,0.0,49.0,9.9
2019-1분기,천안,8.1,-4.7,1.6,1.4,0.6,0.0,46.0,12.8
2019-1분기,철원,6.4,-7.7,-0.7,1.1,0.5,0.0,61.8,14.0
2019-1분기,청송군,8.7,-4.7,1.7,1.8,0.8,0.0,58.9,13.4
2019-1분기,청주,8.6,-1.5,3.3,1.4,0.5,0.0,53.1,10.0
2019-1분기,추풍령,8.0,-3.1,2.5,3.3,0.8,0.0,51.4,11.0
2019-1분기,춘천,7.7,-5.5,0.7,1.3,0.8,0.0,60.1,13.2
2019-1분기,충주,8.0,-4.8,1.3,1.4,0.7,0.0,57.9,12.8
2019-1분기,태백,5.6,-5.6,-0.2,1.5,0.7,0.0,53.9,11.3
2019-1분기,통영,11.6,2.2,6.7,2.5,1.5,0.0,55.9,9.4
2019-1분기,파주,7.0,-6.9,-0.1,1.3,0.5,0.0,63.3,13.9
2019-1분기,포항,11.4,2.2,6.5,2.7,0.8,0.0,50.1,9.2
2019-1분기,함양군,10.8,-2.9,3.7,1.8,1.0,0.0,64.0,13.7
2019-1분기,합천,11.8,-2.7,3.9,1.2,0.9,0.0,48.8,14.5
2019-1분기,해남,9.2,-2.7,3.1,2.2,1.1,0.0,69.3,11.8
2019-1분기,홍성,8.0,-3.5,2.1,1.5,0.7,0.1,65.7,11.5
2019-1분기,홍천,7.9,-5.5,0.7,1.1,0.6,0.0,58.2,13.4
2019-1분기,흑산도,8.6,3.3,5.5,6.2,0.8,0.0,68.6,5.3
2019-2분기,강릉,23.3,13.6,18.4,2.4,2.4,0.0,54.3,9.7
2019-2분기,강진군,23.3,11.7,17.3,2.2,5.6,0.0,68.1,11.6
2019-2분기,강화,21.5,10.6,16.0,2.3,1.3,0.0,64.5,10.9
2019-2분기,거제,23.6,13.5,18.2,1.9,7.9,0.0,69.1,10.1
2019-2분기,거창,24.0,9.9,16.8,1.4,3.5,0.0,66.2,14.0
2019-2분기,경주시,24.6,11.3,17.7,2.0,3.1,0.0,66.3,13.3
2019-2분기,고산,20.7,11.4,12.6,4.6,4.5,0.0,67.9,9.3
2019-2분기,고산(제주),21.0,14.8,17.5,3.3,3.6,0.0,81.4,6.2
2019-2분기,고창,22.8,11.1,15.4,2.4,2.3,0.0,72.2,11.7
2019-2분기,고창군,23.4,10.7,16.6,1.5,2.4,0.0,68.3,12.6
2019-2분기,고흥,22.8,11.1,16.8,1.4,5.3,0.0,71.5,11.8
2019-2분기,광양시,24.1,13.6,18.4,1.5,5.4,0.0,58.8,10.5
2019-2분기,광주,24.2,13.1,18.1,1.5,3.5,0.0,67.5,11.0
2019-2분기,구미,25.0,12.5,18.6,1.1,3.0,0.0,63.2,12.6
2019-2분기,군산,22.0,12.0,16.6,2.0,2.2,0.0,74.5,10.0
2019-2분기,금산,24.0,9.8,16.7,1.2,2.6,0.0,62.8,14.2
2019-2분기,김해시,24.6,13.9,18.7,2.0,5.0,0.0,64.1,10.6
2019-2분기,남원,24.1,10.9,17.2,1.7,3.8,0.0,62.9,13.2
2019-2분기,남해,24.0,13.3,18.3,1.3,8.6,0.0,65.4,10.7
2019-2분기,대관령,18.6,5.6,12.4,2.9,2.6,0.0,67.5,13.0
2019-2분기,대구,25.2,13.1,19.0,2.0,3.0,0.0,54.6,12.1
2019-2분기,대전,24.5,12.7,18.4,1.4,2.3,0.0,62.6,11.8
2019-2분기,동두천,24.0,10.3,16.8,1.6,1.5,0.0,63.9,13.6
2019-2분기,동해,20.4,12.0,16.1,2.1,2.5,0.0,63.0,8.4
2019-2분기,목포,21.6,13.5,17.2,3.0,4.2,0.0,70.7,8.1
2019-2분기,문경,24.2,10.6,17.4,1.9,2.7,0.0,58.7,13.6
2019-2분기,밀양,25.3,11.6,18.2,1.1,3.8,0.0,60.6,13.7
2019-2분기,백령도,18.1,10.8,14.1,3.5,1.1,0.0,76.6,7.4
2019-2분기,보령,21.4,11.3,16.1,1.3,1.7,0.0,69.9,10.1
2019-2분기,보성군,23.3,11.5,17.3,2.8,5.7,0.0,68.6,11.8
2019-2분기,보은,24.1,9.5,16.6,1.4,2.4,0.0,64.2,14.6
2019-2분기,봉화,23.2,7.3,15.2,1.6,2.9,0.0,62.2,15.9
2019-2분기,부산,21.9,14.7,17.9,3.0,5.3,0.0,63.6,7.2
2019-2분기,부안,22.9,11.9,16.9,1.6,2.8,0.0,67.7,11.0
2019-2분기,부여,24.1,10.6,17.0,1.4,2.0,0.0,67.5,13.6
2019-2분기,북강릉,21.8,12.3,17.1,1.8,2.2,0.0,57.8,9.5
2019-2분기,북창원,24.1,12.8,18.0,1.2,5.8,0.0,65.8,11.3
2019-2분기,북춘천,24.3,9.6,16.8,1.5,1.9,0.0,61.0,14.7
2019-2분기,산청,24.7,11.3,17.7,1.6,4.4,0.0,64.7,13.5
2019-2분기,상주,24.5,11.7,18.1,1.3,2.9,0.0,61.4,12.7
2019-2분기,서귀포,22.3,15.9,18.9,1.6,7.2,0.0,76.5,6.4
2019-2분기,서산,22.6,9.3,15.1,1.7,1.3,0.0,67.7,13.3
2019-2분기,서울,23.7,13.0,18.0,1.9,1.7,0.0,52.6,10.7
2019-2분기,성산,22.0,13.4,17.8,2.6,6.0,0.0,70.0,8.6
2019-2분기,세종,27.2,16.8,17.8,0.8,3.3,0.0,66.0,10.4
2019-2분기,속초,22.0,12.8,17.2,2.0,2.0,0.0,61.7,9.2
2019-2분기,수원,24.0,11.6,17.4,1.9,1.5,0.0,64.8,12.5
2019-2분기,순창군,23.9,10.5,16.9,1.5,3.7,0.0,69.4,13.4
2019-2분기,순천,23.2,10.3,15.3,1.7,5.1,0.0,74.4,12.9
2019-2분기,안동,24.1,10.6,17.3,1.7,2.5,0.0,59.3,13.5
2019-2분기,양산시,24.8,12.9,18.4,2.2,4.7,0.0,65.9,11.9
2019-2분기,양평,24.5,10.9,16.2,1.3,1.6,0.0,55.8,13.6
2019-2분기,여수,21.7,14.7,17.8,3.2,5.7,0.0,69.8,7.0
2019-2분기,영광군,22.4,11.1,15.2,1.5,2.7,0.0,72.1,11.3
2019-2분기,영덕,23.5,11.7,17.3,2.2,4.1,0.0,63.0,11.9
2019-2분기,영월,24.3,9.7,16.8,1.3,2.2,0.0,59.8,14.7
2019-2분기,영주,23.6,9.7,16.7,2.3,2.3,0.0,57.8,13.9
2019-2분기,영천,25.2,11.2,18.1,1.9,3.8,0.0,55.3,14.0
2019-2분기,완도,22.8,13.4,17.8,2.4,6.4,0.0,69.2,9.4
2019-2분기,울릉도,19.6,12.7,15.8,4.0,3.7,0.0,66.6,6.9
2019-2분기,울산,22.9,13.0,17.8,1.8,4.1,0.0,65.6,9.9
2019-2분기,울진,21.2,11.9,16.4,2.5,2.9,0.0,67.6,9.3
2019-2분기,원주,23.8,11.8,17.8,1.2,1.4,0.0,52.2,12.0
2019-2분기,의령군,25.2,11.1,16.6,1.3,4.0,0.0,64.1,14.1
2019-2분기,의성,25.9,9.4,17.5,1.4,2.5,0.0,58.4,16.4
2019-2분기,이천,24.5,10.4,16.0,1.4,1.6,0.0,55.8,14.1
2019-2분기,인제,23.0,9.1,15.9,1.8,1.7,0.0,59.9,13.9
2019-2분기,인천,21.1,13.3,16.7,2.8,1.4,0.0,65.7,7.8
2019-2분기,임실,23.9,9.3,16.2,1.4,2.7,0.0,67.6,14.6
2019-2분기,장수,22.5,8.8,15.5,1.6,3.6,0.0,66.2,13.7
2019-2분기,장흥,23.5,11.2,17.3,1.7,5.3,0.0,71.6,12.3
2019-2분기,전주,23.9,12.7,17.8,1.7,2.6,0.0,71.9,11.2
2019-2분기,정선군,23.5,8.9,15.7,1.8,1.8,0.0,57.2,14.6
2019-2분기,정읍,23.2,11.2,16.7,0.7,2.4,0.0,71.9,12.0
2019-2분기,제주,22.5,15.8,18.7,2.9,2.6,0.0,67.9,6.7
2019-2분기,제천,23.8,8.6,16.1,1.8,1.9,0.0,57.8,15.2
2019-2분기,진도군,21.8,11.3,15.2,1.9,5.3,0.0,72.3,10.5
2019-2분기,진주,24.3,11.0,17.5,1.0,5.4,0.0,69.3,13.3
2019-2분기,창원,23.1,12.9,17.5,1.5,6.0,0.0,62.4,10.2
2019-2분기,천안,23.0,9.3,16.1,1.5,1.6,0.0,60.8,13.7
2019-2분기,철원,23.2,9.2,16.2,1.5,1.2,0.0,66.4,14.0
2019-2분기,청송군,23.5,8.1,15.6,1.5,3.3,0.0,71.2,15.4
2019-2분기,청주,24.7,13.4,18.8,1.5,1.8,0.0,54.7,11.3
2019-2분기,추풍령,22.9,10.2,16.8,2.5,2.8,0.0,56.0,12.7
2019-2분기,춘천,24.3,10.9,17.5,1.6,1.7,0.0,61.0,13.4
2019-2분기,충주,24.2,10.2,17.1,1.5,1.5,0.0,59.5,14.0
2019-2분기,태백,20.5,8.0,14.1,1.6,2.4,0.0,61.7,12.6
2019-2분기,통영,21.9,13.6,17.4,1.9,6.7,0.0,71.4,8.2
2019-2분기,파주,22.9,9.4,14.7,1.4,1.5,0.0,68.9,13.6
2019-2분기,포항,23.2,14.5,18.6,2.6,3.3,0.0,62.5,8.7
2019-2분기,함양군,24.5,10.2,17.2,1.2,3.6,0.0,71.0,14.3
2019-2분기,합천,25.5,11.1,16.8,1.3,4.2,0.0,58.0,14.5
2019-2분기,해남,22.4,9.8,16.0,2.1,2.3,0.0,75.2,12.6
2019-2분기,홍성,22.9,10.9,16.8,1.6,1.3,0.0,70.6,12.0
2019-2분기,홍천,24.9,10.1,17.3,1.4,1.5,0.0,60.0,14.7
2019-2분기,흑산도,19.9,12.9,15.9,3.8,4.2,0.0,77.4,7.0
2019-3분기,강릉,28.6,21.6,24.6,1.9,7.8,0.0,72.8,7.0
2019-3분기,강진군,28.9,21.2,23.2,2.0,6.8,0.0,78.9,7.7
2019-3분기,강화,28.2,18.6,22.5,1.9,8.6,0.0,75.7,9.6
2019-3분기,거제,29.1,22.3,25.2,1.8,11.8,0.0,88.0,6.7
2019-3분기,거창,28.4,19.0,23.2,1.1,6.7,0.0,83.4,9.4
2019-3분기,경주시,29.6,20.3,24.3,1.9,6.5,0.0,83.2,9.3
2019-3분기,고산,26.2,20.0,19.0,3.1,7.4,0.0,71.8,6.2
2019-3분기,고산(제주),27.7,22.7,24.8,3.8,9.9,0.0,89.9,5.0
2019-3분기,고창,28.8,20.7,21.5,2.4,6.8,0.0,82.6,8.2
2019-3분기,고창군,28.9,20.4,24.2,1.5,7.0,0.0,81.1,8.5
2019-3분기,고흥,28.2,20.6,24.0,1.2,8.0,0.0,84.5,7.6
2019-3분기,광양시,29.0,21.8,24.9,1.7,7.9,0.0,74.3,7.2
2019-3분기,광주,29.3,22.0,25.1,1.6,5.1,0.0,82.2,7.4
2019-3분기,구미,29.3,20.7,24.5,0.9,5.9,0.0,87.3,8.5
2019-3분기,군산,28.8,21.3,24.5,1.9,5.3,0.0,82.1,7.5
2019-3분기,금산,29.1,19.3,23.6,1.2,5.3,0.0,76.6,9.7
2019-3분기,김해시,29.9,22.1,25.3,1.8,7.3,0.0,79.5,7.8
2019-3분기,남원,29.1,20.4,24.3,1.7,7.0,0.0,79.2,8.7
2019-3분기,남해,29.1,21.9,24.9,1.3,10.0,0.0,80.5,7.2
2019-3분기,대관령,23.6,15.4,19.1,2.3,7.0,0.0,88.4,8.1
2019-3분기,대구,29.8,21.7,25.3,1.8,5.1,0.0,76.0,8.0
2019-3분기,대전,29.5,21.6,25.2,1.4,5.1,0.0,79.3,7.8
2019-3분기,동두천,28.8,19.6,23.6,1.2,7.7,0.0,82.1,9.2
2019-3분기,동해,25.8,19.6,22.5,1.7,6.5,0.0,80.9,6.2
2019-3분기,목포,28.3,22.4,24.9,2.9,6.2,0.0,80.6,6.0
2019-3분기,문경,28.7,19.1,23.4,1.4,6.2,0.0,81.0,9.6
2019-3분기,밀양,29.7,21.1,25.0,1.1,5.8,0.0,78.2,8.7
2019-3분기,백령도,25.5,19.6,22.2,2.8,3.5,0.0,86.7,6.0
2019-3분기,보령,28.6,21.0,24.4,1.6,4.3,0.0,78.4,7.6
2019-3분기,보성군,28.6,21.2,24.5,2.4,6.5,0.0,82.1,7.4
2019-3분기,보은,29.2,19.2,23.7,1.3,5.9,0.0,79.7,10.0
2019-3분기,봉화,27.7,17.5,20.8,1.2,5.4,0.0,80.1,10.2
2019-3분기,부산,27.9,22.6,24.8,3.2,8.6,0.0,81.4,5.4
2019-3분기,부안,29.5,21.1,24.8,1.7,6.5,0.0,79.6,8.4
2019-3분기,부여,29.6,20.3,24.4,1.3,5.6,0.0,80.4,9.3
2019-3분기,북강릉,26.8,20.0,23.2,1.3,7.9,0.0,78.6,6.8
2019-3분기,북창원,28.9,21.3,23.1,1.3,8.2,0.0,81.8,7.6
2019-3분기,북춘천,29.2,19.5,23.8,1.1,6.4,0.0,79.3,9.8
2019-3분기,산청,29.2,20.2,24.0,1.2,9.9,0.0,83.1,9.0
2019-3분기,상주,28.7,20.2,24.0,0.9,5.3,0.0,82.9,8.6
2019-3분기,서귀포,27.7,23.1,25.2,1.9,12.7,0.0,93.6,4.6
2019-3분기,서산,28.7,17.6,21.3,1.6,5.2,0.0,78.5,11.1
2019-3분기,서울,29.6,21.8,25.3,1.9,5.7,0.0,67.7,7.9
2019-3분기,성산,27.9,22.5,24.9,3.1,16.4,0.0,83.2,5.5
2019-3분기,세종,29.1,20.7,24.4,1.3,6.8,0.0,78.5,8.4
2019-3분기,속초,27.4,20.7,23.8,1.6,8.0,0.0,78.9,6.7
2019-3분기,수원,29.5,21.3,25.0,1.9,5.6,0.0,76.1,8.3
2019-3분기,순창군,29.3,20.0,24.1,1.2,6.8,0.0,82.2,9.3
2019-3분기,순천,28.1,19.7,22.0,1.3,8.1,0.0,85.1,8.4
2019-3분기,안동,28.7,20.0,23.9,1.4,4.2,0.0,76.2,8.8
2019-3분기,양산시,30.2,22.1,25.5,2.3,8.1,0.0,81.7,8.1
2019-3분기,양평,29.6,20.5,24.5,1.4,7.2,0.0,72.5,9.1
2019-3분기,여수,27.5,22.8,24.8,3.6,7.1,0.0,83.0,4.7
2019-3분기,영광군,29.0,20.9,23.1,1.5,7.1,0.0,83.8,8.1
2019-3분기,영덕,29.1,20.6,21.7,2.1,5.0,0.0,78.4,8.5
2019-3분기,영월,28.8,19.1,23.0,1.0,4.1,0.0,80.0,9.7
2019-3분기,영주,28.3,18.4,22.8,1.5,5.1,0.0,76.6,9.9
2019-3분기,영천,29.8,20.6,24.8,1.6,4.8,0.0,74.3,9.2
2019-3분기,완도,28.1,21.7,21.7,2.3,7.8,0.0,82.3,6.4
2019-3분기,울릉도,25.9,21.2,23.2,3.7,4.4,0.0,79.5,4.7
2019-3분기,울산,28.3,21.4,24.5,1.9,7.5,0.0,83.8,6.9
2019-3분기,울진,27.3,20.4,22.2,2.0,5.0,0.0,81.7,6.9
2019-3분기,원주,29.0,20.4,24.3,1.0,4.9,0.0,68.6,8.5
2019-3분기,의령군,29.5,20.6,24.5,1.1,5.5,0.0,80.2,8.9
2019-3분기,의성,30.4,19.7,24.5,1.1,4.2,0.0,76.5,10.7
2019-3분기,이천,29.8,19.6,24.0,1.1,6.5,0.0,80.2,10.2
2019-3분기,인제,27.9,18.7,22.5,1.7,5.0,0.0,77.1,9.2
2019-3분기,인천,28.2,22.0,24.8,2.8,6.5,0.0,75.0,6.1
2019-3분기,임실,28.8,19.1,23.4,1.3,6.0,0.0,80.2,9.7
2019-3분기,장수,27.7,18.0,22.4,1.4,6.8,0.0,73.3,9.6
2019-3분기,장흥,29.2,21.1,24.7,1.6,6.7,0.0,80.8,8.2
2019-3분기,전주,29.6,21.6,25.1,1.5,5.3,0.0,88.1,8.0
2019-3분기,정선군,28.3,18.6,22.3,1.4,4.4,0.0,75.0,9.7
2019-3분기,정읍,28.9,20.5,24.2,1.4,8.3,0.0,79.1,8.4
2019-3분기,제주,28.4,23.5,25.6,2.8,14.8,0.0,81.7,4.9
2019-3분기,제천,28.9,18.5,22.9,1.4,4.6,0.0,75.9,10.4
2019-3분기,진도군,27.9,20.9,24.1,1.9,7.4,0.0,82.1,7.0
2019-3분기,진주,29.1,20.6,24.5,1.0,7.1,0.0,80.9,8.5
2019-3분기,창원,28.8,21.5,24.6,1.5,6.6,0.0,77.3,7.2
2019-3분기,천안,28.1,18.9,23.2,1.4,4.7,0.0,79.6,9.2
2019-3분기,철원,28.4,18.7,23.1,1.3,7.2,0.0,85.6,9.6
2019-3분기,청송군,28.1,18.4,22.7,1.1,4.2,0.0,88.6,9.7
2019-3분기,청주,29.9,22.0,25.6,1.3,4.8,0.0,71.1,7.9
2019-3분기,추풍령,27.5,19.0,23.0,2.0,6.5,0.0,76.6,8.4
2019-3분기,춘천,29.2,20.6,23.1,1.2,6.2,0.0,76.4,8.6
2019-3분기,충주,29.2,19.8,24.1,1.3,4.7,0.0,77.4,9.4
2019-3분기,태백,25.5,16.9,20.6,1.5,7.3,0.0,83.3,8.7
2019-3분기,통영,28.4,22.2,24.7,2.3,7.0,0.0,82.7,6.2
2019-3분기,파주,28.4,19.3,23.3,1.3,7.7,0.0,84.5,9.2
2019-3분기,포항,28.5,22.8,25.4,2.4,6.5,0.0,79.7,5.7
2019-3분기,함양군,29.0,19.5,23.6,0.8,8.4,0.0,90.3,9.6
2019-3분기,합천,27.2,17.6,24.4,1.2,7.1,0.0,74.4,9.6
2019-3분기,해남,28.6,20.2,22.6,2.0,7.0,0.0,84.6,8.4
2019-3분기,홍성,28.5,20.0,24.0,1.4,5.7,0.0,82.4,8.5
2019-3분기,홍천,30.1,20.0,24.2,1.2,6.0,0.0,76.3,10.1
2019-3분기,흑산도,25.8,20.4,17.2,3.6,4.6,0.0,89.3,5.4
2019-4분기,강릉,15.8,6.8,10.7,2.5,7.0,0.0,56.5,9.0
2019-4분기,강진군,16.7,5.2,10.5,2.1,2.7,0.0,68.7,11.4
2019-4분기,강화,13.0,2.3,7.5,1.6,1.5,0.0,68.0,10.7
2019-4분기,거제,17.3,7.9,12.1,1.3,3.4,0.0,70.7,9.3
2019-4분기,거창,15.4,1.9,7.9,1.2,2.3,0.0,72.9,13.5
2019-4분기,경주시,16.2,4.2,9.5,2.3,3.2,0.0,70.9,12.0
2019-4분기,고산(제주),17.6,12.0,14.6,7.1,2.5,0.0,71.3,5.6
2019-4분기,고창,15.3,4.6,9.7,1.6,2.1,0.0,76.4,10.7
2019-4분기,고창군,14.9,4.5,8.3,1.4,2.1,0.0,71.1,10.5
2019-4분기,고흥,15.9,4.4,9.9,1.3,3.6,0.0,72.1,11.6
2019-4분기,광양시,17.0,7.7,11.9,1.7,2.7,0.0,56.7,9.3
2019-4분기,광주,16.2,6.7,10.9,1.2,2.2,0.0,67.2,9.5
2019-4분기,구미,15.0,4.3,9.0,0.8,2.9,0.0,75.5,10.7
2019-4분기,군산,14.9,5.4,8.7,0.8,2.7,0.0,71.5,9.5
2019-4분기,금산,14.7,1.8,7.4,1.0,2.0,0.0,74.3,12.9
2019-4분기,김해시,17.5,7.3,10.6,2.0,2.5,0.0,62.4,10.2
2019-4분기,남원,15.5,3.6,6.6,1.5,2.7,0.0,69.2,11.9
2019-4분기,남해,16.8,7.3,11.6,1.2,3.4,0.0,66.6,9.4
2019-4분기,대관령,8.9,-1.8,3.4,2.8,2.8,0.0,78.3,10.8
2019-4분기,대구,15.8,5.2,10.0,1.8,2.2,0.0,64.7,10.6
2019-4분기,대전,14.9,4.4,9.1,0.9,2.5,0.0,72.2,10.4
2019-4분기,동두천,12.9,1.4,6.7,1.2,1.3,0.0,74.3,11.5
2019-4분기,동해,14.1,5.9,10.0,2.1,6.8,0.0,60.9,8.2
2019-4분기,목포,14.6,7.5,10.8,3.7,2.3,0.0,69.4,7.1
2019-4분기,문경,13.9,2.5,7.7,1.8,2.3,0.0,70.2,11.4
2019-4분기,밀양,16.5,3.8,9.5,0.9,2.4,0.0,66.9,12.7
2019-4분기,백령도,12.4,6.9,9.6,4.8,1.3,0.0,69.1,5.6
2019-4분기,보령,14.7,5.3,9.8,1.4,2.5,0.0,69.1,9.4
2019-4분기,보성군,16.5,5.1,10.6,3.0,3.0,0.0,70.3,11.4
2019-4분기,보은,14.2,1.1,6.9,1.0,2.3,0.0,76.6,13.0
2019-4분기,봉화,13.4,0.3,6.2,1.3,2.0,0.0,73.3,13.1
2019-4분기,부산,17.5,9.4,12.9,2.8,2.2,0.0,58.3,8.1
2019-4분기,부안,15.2,5.0,9.8,1.3,1.9,0.0,76.4,10.2
2019-4분기,부여,15.0,2.9,8.3,1.1,2.5,0.0,75.6,12.1
2019-4분기,북강릉,14.2,5.5,9.8,1.7,6.1,0.0,57.5,8.7
2019-4분기,북창원,14.5,4.4,9.0,1.3,3.0,0.0,62.2,10.2
2019-4분기,북춘천,12.3,0.7,6.1,0.9,1.3,0.0,76.0,11.5
2019-4분기,산청,15.8,3.5,8.9,1.5,4.0,0.0,70.4,12.3
2019-4분기,상주,14.1,3.1,8.1,1.3,2.6,0.0,71.1,11.0
2019-4분기,서귀포,19.0,12.3,15.4,1.8,2.9,0.0,75.2,6.8
2019-4분기,서산,14.2,3.5,8.6,1.6,2.6,0.0,73.7,10.7
2019-4분기,서울,13.3,4.1,8.5,2.1,1.7,0.0,58.6,9.2
2019-4분기,성산,17.8,10.1,14.0,3.2,4.1,0.0,67.4,7.7
2019-4분기,세종,14.2,3.8,8.5,1.1,2.5,0.0,69.5,10.4
2019-4분기,속초,14.1,5.7,9.9,1.9,3.8,0.0,56.4,8.4
2019-4분기,수원,13.5,3.4,8.3,1.7,2.1,0.0,75.8,10.1
2019-4분기,순창군,15.3,3.1,5.2,1.4,2.6,0.0,73.2,12.2
2019-4분기,순천,15.6,3.1,6.4,1.8,2.9,0.0,71.1,12.4
2019-4분기,안동,13.9,2.5,7.6,1.2,2.0,0.0,70.4,11.4
2019-4분기,양산시,17.7,6.4,11.5,1.8,2.6,0.0,66.7,11.3
2019-4분기,양평,13.2,2.6,7.3,1.2,1.8,0.0,67.3,10.6
2019-4분기,여수,16.2,9.6,12.6,4.2,2.6,0.0,62.2,6.6
2019-4분기,영광군,15.1,4.8,9.7,1.6,2.6,0.0,76.6,10.3
2019-4분기,영덕,16.1,5.7,10.3,2.7,6.3,0.0,65.0,10.4
2019-4분기,영월,13.3,2.0,6.9,0.9,1.9,0.0,73.8,11.3
2019-4분기,영주,13.1,1.5,7.0,2.5,2.6,0.0,67.9,11.6
2019-4분기,영천,16.0,3.4,9.1,1.6,2.2,0.0,66.0,12.7
2019-4분기,완도,16.6,8.1,12.1,2.1,2.9,0.0,69.5,8.5
2019-4분기,울릉도,13.6,8.3,10.7,3.9,4.2,0.2,65.8,5.3
2019-4분기,울산,16.3,7.0,11.3,2.1,3.2,0.0,65.1,9.3
2019-4분기,울진,15.6,5.8,10.5,2.5,8.4,0.0,64.6,9.8
2019-4분기,원주,12.9,3.1,7.6,0.8,1.4,0.0,65.5,9.8
2019-4분기,의령군,16.9,3.5,9.3,1.0,3.4,0.0,72.6,13.3
2019-4분기,의성,15.8,1.2,7.5,1.0,1.8,0.0,70.1,14.7
2019-4분기,이천,13.3,1.4,6.8,1.0,2.0,0.0,75.7,11.9
2019-4분기,인제,12.6,1.5,6.5,1.5,1.1,0.0,71.8,11.1
2019-4분기,인천,12.8,5.3,9.0,3.0,1.6,0.0,62.2,7.6
2019-4분기,임실,14.7,1.8,7.5,1.0,2.1,0.0,75.8,12.9
2019-4분기,장수,13.8,1.0,4.4,1.4,2.1,0.0,72.6,12.9
2019-4분기,장흥,16.4,4.0,9.9,1.6,3.3,0.0,72.9,12.3
2019-4분기,전주,15.5,5.7,10.2,1.6,1.8,0.0,69.2,9.8
2019-4분기,정선군,12.3,1.4,6.1,1.6,1.5,0.0,72.8,10.9
2019-4분기,정읍,14.7,4.5,9.3,1.2,2.1,0.0,72.5,10.2
2019-4분기,제주,17.8,11.8,14.7,3.1,2.9,0.0,66.3,6.0
2019-4분기,제천,12.7,-0.2,5.6,1.2,1.8,0.0,73.8,12.9
2019-4분기,진도군,15.8,6.5,7.5,2.4,3.0,0.0,69.5,9.3
2019-4분기,진주,16.6,3.7,9.5,0.8,2.6,0.0,71.1,12.9
2019-4분기,창원,16.0,7.0,11.1,1.5,3.5,0.0,58.8,9.1
2019-4분기,천안,13.4,0.5,4.9,0.7,2.4,0.0,74.4,12.9
2019-4분기,철원,12.0,0.0,5.7,1.0,1.1,0.0,80.4,12.0
2019-4분기,청송군,13.9,1.2,6.7,1.3,2.4,0.0,81.8,12.7
2019-4분기,청주,14.2,4.9,9.2,1.0,2.3,0.0,64.7,9.3
2019-4분기,추풍령,13.1,2.2,7.5,2.4,2.6,0.0,65.6,10.9
2019-4분기,춘천,12.2,2.3,6.8,1.0,1.4,0.0,73.9,9.9
2019-4분기,충주,13.1,1.5,6.7,1.1,1.9,0.0,76.5,11.5
2019-4분기,태백,10.9,0.1,5.2,1.3,2.4,0.0,70.3,10.8
2019-4분기,통영,17.3,8.6,12.4,2.4,3.2,0.0,65.5,8.7
2019-4분기,파주,12.5,0.3,6.0,1.1,1.4,0.0,76.7,12.2
2019-4분기,포항,16.2,7.8,11.6,2.6,5.0,0.0,63.4,8.4
2019-4분기,함양군,15.9,2.4,8.3,1.1,3.0,0.0,71.8,13.6
2019-4분기,합천,15.1,1.3,5.6,0.6,3.3,0.0,68.8,13.8
2019-4분기,해남,16.1,3.7,9.8,1.7,3.0,0.0,75.0,12.4
2019-4분기,홍성,13.8,2.8,8.1,1.1,2.5,0.0,76.0,11.0
2019-4분기,홍천,13.1,1.7,6.5,0.9,1.3,0.0,74.1,11.3
2019-4분기,흑산도,15.4,10.2,12.4,6.0,2.3,0.0,73.3,5.2
2020-1분기,강릉,10.6,2.1,6.1,2.7,2.6,0.0,54.8,8.5
2020-1분기,강진군,11.6,1.1,6.1,2.5,1.9,0.0,65.2,10.5
2020-1분기,강화,8.0,-2.2,2.9,2.0,1.2,0.0,62.5,10.2
2020-1분기,거제,11.9,3.3,7.4,1.5,3.3,0.0,63.4,8.6
2020-1분기,거창,11.2,-2.0,4.3,1.5,1.8,0.0,64.5,13.1
2020-1분기,경주시,11.8,0.4,5.8,2.7,2.5,0.0,63.3,11.5
2020-1분기,고산(제주),12.1,6.8,9.4,7.8,2.0,0.0,73.6,5.3
2020-1분기,고창,10.3,-0.0,4.9,2.7,1.6,0.0,74.4,10.4
2020-1분기,고창군,10.2,-0.3,4.7,1.7,1.7,0.0,67.7,10.4
2020-1분기,고흥,10.9,0.0,5.5,1.7,1.9,0.0,68.2,10.9
2020-1분기,광양시,12.5,3.0,7.3,2.0,1.8,0.0,54.1,9.5
2020-1분기,광주,11.7,2.0,6.3,1.5,1.8,0.2,64.0,9.7
2020-1분기,구미,11.3,0.6,5.6,1.2,1.5,0.0,64.8,10.8
2020-1분기,군산,9.8,0.4,4.8,2.2,1.6,0.0,71.3,9.4
2020-1분기,금산,10.3,-1.9,3.8,1.2,2.0,0.0,70.1,12.3
2020-1분기,김해시,12.6,2.6,7.1,2.3,2.5,0.0,58.9,10.0
2020-1분기,남원,10.7,-1.1,1.0,1.6,1.8,0.0,67.6,11.7
